CGPA,Internships,Projects,Coding_Skills_Score,Communication_Skills_Score,Placement_Status
8.67,2,3,83.7,58.3,1
8.25,2,3,82.4,48.7,1
5.62,2,1,81.8,56.8,0
6.63,4,3,72.9,83.5,1
7.2,0,4,72.2,79.2,0
7.41,1,3,69.4,70.6,0
8.24,4,2,57.5,76.8,0
7.71,0,2,66.5,51.0,0
5.9,0,4,68.9,56.1,0
7.96,3,1,76.4,72.7,1
8.23,0,4,66.8,52.9,0
8.17,1,1,100.0,69.6,0
8.8,0,2,43.2,49.1,0
8.5,1,1,78.6,43.3,1
8.05,2,1,64.3,79.0,1
7.42,2,2,65.0,83.4,0
5.51,1,4,50.4,58.5,1
8.02,2,3,83.3,45.2,1
7.75,3,4,76.8,34.9,1
7.83,0,2,80.0,95.6,1
5.97,3,3,68.0,69.7,1
6.2,1,5,59.2,58.9,0
8.76,4,5,63.8,62.5,1
7.45,5,3,72.8,39.3,1
8.32,1,4,28.9,77.3,1
7.53,1,4,80.7,98.0,1
7.54,4,3,100.0,56.3,1
8.63,1,2,73.6,100.0,1
6.88,1,3,59.9,66.3,1
7.62,3,3,62.1,93.0,1
6.95,2,5,77.7,72.6,1
6.98,0,3,60.4,72.6,0
7.13,1,2,80.6,95.7,0
7.77,2,4,61.9,79.7,0
6.93,1,4,95.9,73.6,0
9.01,4,1,95.4,38.9,1
6.43,3,5,59.1,45.4,0
7.28,0,2,63.5,74.9,0
6.97,2,1,64.6,90.0,0
9.24,4,2,64.8,69.9,1
7.74,2,5,47.9,59.1,1
8.74,1,4,45.4,40.4,1
5.72,2,5,87.5,56.2,0
7.82,2,4,84.6,70.0,1
8.57,2,1,84.3,55.2,1
7.6,1,2,63.8,53.5,0
8.78,0,1,99.1,67.2,1
6.88,3,4,64.6,89.7,1
9.19,5,2,80.5,78.3,1
10.0,1,2,40.0,72.3,0
7.06,2,3,60.9,70.8,0
6.97,2,4,62.2,76.3,1
9.24,2,2,63.8,66.3,1
9.4,2,3,41.1,61.8,1
6.87,2,4,77.7,79.1,1
7.0,1,2,83.5,64.6,0
7.16,4,3,51.6,50.2,1
5.89,3,2,44.3,89.6,1
6.4,0,5,51.2,40.0,0
6.3,2,7,73.9,90.8,1
6.58,2,4,54.3,75.6,1
7.46,3,2,62.6,53.5,1
7.78,1,0,45.7,68.4,0
9.36,2,3,100.0,61.6,1
6.3,0,3,66.3,80.1,1
8.68,3,2,85.7,79.8,1
7.24,3,1,73.9,74.9,1
7.44,2,7,64.2,79.2,1
8.31,0,4,63.3,66.3,0
6.15,3,7,51.9,94.4,1
7.96,2,4,56.9,86.4,1
7.7,4,2,46.9,60.8,1
8.09,1,2,44.9,80.2,1
7.85,3,4,100.0,78.9,1
10.0,2,2,70.0,64.1,1
6.73,4,5,91.4,62.9,0
6.86,0,4,50.7,86.2,0
6.75,2,0,42.5,67.8,1
6.83,1,0,47.4,71.9,0
6.74,1,4,57.4,89.0,1
8.93,1,2,65.7,100.0,0
9.2,0,2,62.3,60.1,0
6.82,1,5,51.1,64.7,1
6.5,2,3,66.6,69.1,0
8.07,3,4,68.2,69.5,1
6.84,5,0,77.6,73.6,1
8.26,3,2,91.5,60.6,1
7.74,2,3,58.4,49.0,1
5.68,4,3,86.9,94.3,0
9.36,3,2,66.2,77.2,1
9.66,2,3,37.5,61.7,0
6.76,1,2,97.1,74.6,0
7.03,1,2,100.0,95.5,1
7.84,4,4,76.1,56.2,1
7.9,5,4,66.6,71.2,1
8.29,1,1,60.1,47.2,0
9.91,3,4,56.6,66.2,1
7.29,2,1,86.8,77.2,1
6.54,1,5,64.7,51.3,0
5.84,2,1,95.1,65.2,1
6.62,1,4,65.6,80.0,1
7.46,2,3,57.6,76.8,0
9.65,1,2,54.2,50.6,0
6.88,0,2,51.6,73.6,0
7.77,2,1,74.3,76.4,1
7.48,1,2,41.7,69.6,0
8.93,2,1,50.3,84.3,1
10.0,3,3,88.8,59.2,1
6.86,0,1,47.8,74.2,0
6.91,0,1,80.5,50.5,0
8.75,2,2,27.9,44.0,0
8.32,1,5,91.1,79.7,1
9.72,2,6,42.1,68.3,1
8.2,3,2,49.2,61.0,0
7.07,2,3,77.2,52.0,1
8.21,3,5,69.9,80.4,1
8.83,3,5,81.1,45.4,1
8.48,3,0,42.0,82.9,1
8.11,2,3,59.8,74.8,1
8.78,0,3,53.9,46.1,0
8.9,2,1,45.0,69.9,1
9.16,2,1,75.7,100.0,1
8.28,2,0,82.0,85.8,1
7.3,3,3,58.9,55.6,1
7.68,1,2,92.4,78.8,0
8.95,2,1,50.9,46.8,0
6.52,0,6,92.0,47.4,1
7.94,0,0,75.1,67.0,0
7.03,2,1,43.0,76.3,0
7.53,3,3,100.0,80.2,1
9.03,1,2,57.0,80.4,1
7.73,1,2,86.7,75.4,1
7.56,4,6,67.6,43.8,1
5.87,1,3,71.7,67.1,0
8.4,2,1,81.2,82.5,1
8.27,0,3,80.2,74.6,0
10.0,4,4,58.8,70.7,1
7.13,3,0,74.6,72.9,1
7.76,2,2,73.2,72.7,0
7.8,2,1,68.8,38.5,1
9.39,3,3,61.3,85.3,1
7.39,3,5,68.8,66.3,1
7.83,1,4,100.0,78.6,1
8.23,3,2,59.7,33.4,0
7.72,3,3,86.7,92.9,1
6.96,0,3,53.8,50.7,0
7.73,4,5,49.1,100.0,1
8.79,4,1,100.0,99.8,1
6.27,2,4,74.7,48.1,1
7.66,2,0,75.2,80.3,1
6.66,2,2,75.7,52.7,1
8.93,0,2,90.3,58.4,1
5.67,2,1,72.3,58.7,1
6.83,2,4,79.7,74.7,0
7.95,3,5,45.9,72.9,1
9.38,0,2,82.7,50.0,1
7.42,1,4,60.7,74.6,0
6.83,3,4,77.1,64.9,1
9.76,3,2,34.1,40.7,0
5.76,4,2,76.3,61.5,0
4.86,0,3,24.6,92.9,0
8.03,3,3,60.0,62.0,1
6.9,1,3,34.3,40.5,0
6.27,2,4,76.4,80.2,1
8.35,5,5,66.2,54.1,1
7.79,0,4,51.1,71.2,1
6.82,1,4,90.8,65.4,0
5.96,3,2,48.9,94.4,1
8.55,3,2,10.4,65.4,0
8.28,1,5,74.2,50.8,1
7.38,0,2,33.2,61.0,1
9.72,3,1,49.4,49.6,1
6.22,3,2,55.7,64.9,1
5.67,0,4,39.4,94.5,0
6.67,2,2,56.1,86.7,1
7.45,0,4,39.7,98.6,1
7.79,4,1,67.9,75.2,1
7.21,0,3,42.9,70.1,0
7.92,2,5,65.5,53.0,1
6.0,1,4,85.9,72.0,0
9.23,0,1,79.1,66.0,1
7.4,1,2,63.5,79.7,0
8.84,2,2,47.2,51.2,1
7.91,5,7,67.9,68.8,1
8.05,1,2,52.5,44.4,0
8.18,3,3,68.6,73.1,1
8.04,1,3,34.1,78.1,1
8.27,5,6,79.5,43.7,1
9.09,2,2,65.6,47.9,1
7.74,0,2,100.0,48.6,0
8.35,1,2,88.5,65.3,1
7.39,2,1,75.2,47.0,0
9.23,0,3,62.8,88.7,0
6.69,1,5,51.9,74.5,1
9.66,3,4,82.0,77.0,1
7.45,0,4,60.9,44.2,1
5.78,0,3,86.0,87.4,0
7.65,2,2,72.2,77.7,0
6.68,2,4,72.3,57.8,1
8.51,2,3,75.7,44.9,1
6.72,4,3,48.4,66.9,1
6.96,3,1,46.6,61.0,1
5.23,1,4,46.0,61.6,0
6.96,3,3,83.9,57.4,1
4.59,1,1,48.0,78.8,0
5.6,3,1,50.2,29.0,1
8.41,3,1,74.7,89.4,1
8.44,2,2,60.5,83.0,1
8.01,3,3,58.2,71.2,1
6.34,2,3,56.6,65.8,0
7.44,3,3,23.1,84.2,0
7.5,1,1,47.6,67.4,1
6.11,3,3,86.3,63.8,0
9.3,2,2,55.3,85.1,1
8.55,4,1,30.8,99.4,1
7.23,3,1,46.9,53.4,1
7.53,1,1,71.5,74.4,0
7.75,1,4,71.1,51.7,0
5.05,2,3,59.7,75.5,0
7.2,4,2,52.6,56.3,1
6.68,2,2,39.8,86.2,0
6.3,3,3,71.6,66.5,1
7.16,1,2,80.1,68.7,1
9.66,2,4,88.2,92.5,1
8.27,4,2,45.0,57.0,1
6.81,4,3,89.6,78.3,0
8.19,1,5,64.0,58.5,0
